LISTED_STOCKS,COMPANY,SECTOR,SUBSECTOR,YEAR,DATE,FS_YEAR,ASSETS,LIABILITIES,EQUITY,SALES,EBT,PROFIT_FOR_THE_PERIOD,PROFIT_ATTR_TO_OWNERS_ENTITY,EPS,BOOK_VALUE,PER,PBV,DER,ROA,ROE,NPM,Category
ITMA,Sumber Energi Andalan Tbk.,"TRADE, SERVICES & INVESTMENT",OTHERS,Year 2016,Dec-16,Mar,1877000000000.0,4000000000.0,1873000000000,1000000000.0,319000000000.0,319000000000.0,319000000000.0,625.0,2754.0,1.61,0.36,0.00219,22.65,22.7,23361.0,Not Overvalued
MFMI,Multifiling Mitra Indonesia Tbk. [S],"TRADE, SERVICES & INVESTMENT",OTHERS,Year 2016,Dec-16,Dec,215000000000.0,34000000000.0,181000000000,100000000000.0,28000000000.0,21000000000.0,21000000000.0,27.6,240.0,29.17,3.36,0.19,9.7,11.52,20.88,Overvalued
SUGI,Sugih Energy Tbk. [S],"TRADE, SERVICES & INVESTMENT",OTHERS,Year 2016,Sep-16,Dec,15983000000000.0,12661000000000.0,3322000000000,37000000000.0,-61000000000.0,-61000000000.0,-61000000000.0,-3.0,134.0,-34.64,0.85,3.81,-0.51,-2.46,-167.62,Not Overvalued
ACES,Ace Hardware Indonesia Tbk. [S],"TRADE, SERVICES & INVESTMENT",RETAIL TRADE,Year 2016,Dec-16,Dec,3731000000000.0,682000000000.0,3049000000000,4936000000000.0,863000000000.0,706000000000.0,711000000000.0,41.0,178.0,22.57,5.26,0.22,18.93,23.16,14.31,Overvalued
AMRT,Sumber Alfaria Trijaya Tbk.,"TRADE, SERVICES & INVESTMENT",RETAIL TRADE,Year 2016,Dec-16,Dec,19474000000000.0,14180000000000.0,5295000000000,56107000000000.0,682000000000.0,554000000000.0,602000000000.0,14.0,128.0,39.34,4.47,2.68,2.84,10.46,0.99,Overvalued
CENT,Centratama Telekomunikasi Indonesia Tbk.,"TRADE, SERVICES & INVESTMENT",RETAIL TRADE,Year 2016,Dec-16,Dec,1315000000000.0,277000000000.0,1037000000000,141000000000.0,-32000000000.0,-30000000000.0,-30000000000.0,-0.956,33.0,-130.76,3.76,0.27,-2.27,-2.87,-21.19,Not Overvalued
CSAP,Catur Sentosa Adiprana Tbk. [S],"TRADE, SERVICES & INVESTMENT",RETAIL TRADE,Year 2016,Dec-16,Dec,4241000000000.0,2829000000000.0,1412000000000,7765000000000.0,101000000000.0,75000000000.0,72000000000.0,18.0,348.0,26.01,1.33,2.0,1.76,5.29,0.96,Overvalued
DAYA,Duta Intidaya Tbk. [S],"TRADE, SERVICES & INVESTMENT",RETAIL TRADE,Year 2016,Dec-16,Dec,199000000000.0,100000000000.0,100000000000,238000000000.0,-24000000000.0,-24000000000.0,-24000000000.0,-12.0,48.0,-16.37,3.97,1.0,-12.11,-24.23,-10.16,Not Overvalued
ECII,Electronic City Indonesia Tbk. [S],"TRADE, SERVICES & INVESTMENT",RETAIL TRADE,Year 2016,Dec-16,Dec,1882000000000.0,154000000000.0,1728000000000,1660000000000.0,-34000000000.0,-21000000000.0,-21000000000.0,-16.0,1295.0,-57.96,0.7,0.09,-1.1,-1.2,-1.25,Not Overvalued
ERAA,Erajaya Swasembada Tbk. [S],"TRADE, SERVICES & INVESTMENT",RETAIL TRADE,Year 2016,Dec-16,Dec,7425000000000.0,4015000000000.0,3409000000000,20547000000000.0,384000000000.0,262000000000.0,264000000000.0,91.0,1176.0,8.03,0.62,1.18,3.53,7.68,1.27,Overvalued
GLOB,Global Teleshop Tbk.,"TRADE, SERVICES & INVESTMENT",RETAIL TRADE,Year 2016,Sep-15,Dec,1558000000000.0,1054000000000.0,505000000000,2165000000000.0,-61000000000.0,-62000000000.0,-62000000000.0,-75.0,454.0,-6.12,1.0,2.09,-5.31,-16.41,-2.87,Not Overvalued
GOLD,Visi Telekomunikasi Infrastruktur Tbk. [S],"TRADE, SERVICES & INVESTMENT",RETAIL TRADE,Year 2016,Dec-16,Dec,151000000000.0,67000000000.0,84000000000,10000000000.0,-6000000000.0,-1000000000.0,-1000000000.0,-4.0,267.0,-123.57,1.91,0.79,-0.86,-1.54,-13.46,Not Overvalued
HERO,Hero Supermarket Tbk. [S],"TRADE, SERVICES & INVESTMENT",RETAIL TRADE,Year 2016,Dec-16,Dec,7487000000000.0,2029000000000.0,5458000000000,13678000000000.0,184000000000.0,121000000000.0,121000000000.0,29.0,1305.0,44.41,0.98,0.37,1.61,2.21,0.88,Overvalued
LPPF,Matahari Department Store Tbk. [S],"TRADE, SERVICES & INVESTMENT",RETAIL TRADE,Year 2016,Dec-16,Dec,4859000000000.0,3004000000000.0,1855000000000,6432000000000.0,2533000000000.0,2020000000000.0,2020000000000.0,692.0,636.0,21.09,22.96,1.62,41.57,108.86,31.4,Overvalued
MAPI,Mitra Adiperkasa Tbk. [S],"TRADE, SERVICES & INVESTMENT",RETAIL TRADE,Year 2016,Dec-16,Dec,10683000000000.0,7480000000000.0,3204000000000,14150000000000.0,401000000000.0,208000000000.0,208000000000.0,126.0,1930.0,50.36,3.28,2.33,1.95,6.51,1.47,Overvalued
MIDI,Midi Utama Indonesia Tbk.,"TRADE, SERVICES & INVESTMENT",RETAIL TRADE,Year 2016,Dec-16,Dec,4261000000000.0,3366000000000.0,895000000000,8493000000000.0,248000000000.0,196000000000.0,196000000000.0,68.0,311.0,13.38,2.93,3.76,4.6,21.9,2.31,Overvalued
MKNT,Mitra Komunikasi Nusantara Tbk. [S],"TRADE, SERVICES & INVESTMENT",RETAIL TRADE,Year 2016,Dec-16,Dec,158000000000.0,24000000000.0,133000000000,271000000000.0,3000000000.0,2000000000.0,2000000000.0,2.0,133.0,135.34,2.31,0.18,1.46,1.72,0.85,Overvalued
MPPA,Matahari Putra Prima Tbk. [S],"TRADE, SERVICES & INVESTMENT",RETAIL TRADE,Year 2016,Dec-16,Dec,6702000000000.0,4272000000000.0,2430000000000,13527000000000.0,101000000000.0,38000000000.0,38000000000.0,7.0,452.0,132.06,2.09,1.76,0.57,1.58,0.28,Overvalued
RALS,Ramayana Lestari Sentosa Tbk. [S],"TRADE, SERVICES & INVESTMENT",RETAIL TRADE,Year 2016,Dec-16,Dec,4647000000000.0,1310000000000.0,3337000000000,5857000000000.0,465000000000.0,408000000000.0,408000000000.0,58.0,470.0,22.15,2.71,0.39,8.79,12.24,6.97,Overvalued
RANC,Supra Boga Lestari Tbk. [S],"TRADE, SERVICES & INVESTMENT",RETAIL TRADE,Year 2016,Dec-16,Dec,721000000000.0,290000000000.0,431000000000,2064000000000.0,50000000000.0,40000000000.0,41000000000.0,26.0,276.0,16.82,1.59,0.67,5.48,9.17,1.92,Overvalued
SKYB,Skybee Tbk.,"TRADE, SERVICES & INVESTMENT",RETAIL TRADE,Year 2016,Sep-15,Dec,389000000000.0,250000000000.0,139000000000,57000000000.0,-6000000000.0,-6000000000.0,-4000000000.0,-10.0,238.0,-41.42,1.76,1.79,-2.03,-5.66,-10.33,Not Overvalued
SONA,Sona Topas Tourism Industry Tbk. [S],"TRADE, SERVICES & INVESTMENT",RETAIL TRADE,Year 2016,Dec-16,Dec,1031000000000.0,447000000000.0,585000000000,1430000000000.0,-6000000000.0,-15000000000.0,-15000000000.0,-44.0,1765.0,-28.22,0.7,0.76,-1.41,-2.49,-1.02,Not Overvalued
TELE,Tiphone Mobile Indonesia Tbk.,"TRADE, SERVICES & INVESTMENT",RETAIL TRADE,Year 2016,Dec-16,Dec,8215000000000.0,5010000000000.0,3205000000000,27310000000000.0,634000000000.0,469000000000.0,468000000000.0,64.0,439.0,16.06,2.35,1.56,5.71,14.63,1.72,Overvalued
TRIO,Trikomsel Oke Tbk.,"TRADE, SERVICES & INVESTMENT",RETAIL TRADE,Year 2016,Sep-15,Dec,9545000000000.0,7481000000000.0,2064000000000,5688000000000.0,-391000000000.0,-331000000000.0,-324000000000.0,-76.0,362.0,-26.41,5.53,3.62,-4.62,-21.35,-5.81,Not Overvalued
AKKU,Alam Karya Unggul Tbk. *),"TRADE, SERVICES & INVESTMENT","TOURISM, RESTAURANT AND  HOTEL",Year 2016,Sep-16,Dec,8000000000.0,6000000000.0,1000000000,5000000000.0,-1000000000.0,-1000000000.0,-1000000000.0,-0.246,0.19,-296.52,384.53,5.3,-20.62,-129.86,-25.34,Not Overvalued
ARTA,Arthavest Tbk. [S],"TRADE, SERVICES & INVESTMENT","TOURISM, RESTAURANT AND  HOTEL",Year 2016,Dec-16,Dec,367000000000.0,61000000000.0,306000000000,83000000000.0,6000000000.0,5000000000.0,2000000000.0,5.0,685.0,67.15,0.51,0.2,1.25,1.51,5.57,Overvalued
BAYU,Bayu Buana Tbk. [S],"TRADE, SERVICES & INVESTMENT","TOURISM, RESTAURANT AND  HOTEL",Year 2016,Dec-16,Dec,654000000000.0,281000000000.0,373000000000,1607000000000.0,34000000000.0,27000000000.0,27000000000.0,77.0,1057.0,12.7,0.93,0.75,4.16,7.29,1.69,Overvalued
BUVA,Bukit Uluwatu Villa Tbk. [S],"TRADE, SERVICES & INVESTMENT","TOURISM, RESTAURANT AND  HOTEL",Year 2016,Dec-16,Dec,2973000000000.0,1262000000000.0,1710000000000,237000000000.0,6000000000.0,13000000000.0,-11000000000.0,-3.0,502.0,-183.15,1.14,0.74,0.43,0.74,5.36,Not Overvalued
FAST,Fast Food Indonesia Tbk. [S],"TRADE, SERVICES & INVESTMENT","TOURISM, RESTAURANT AND  HOTEL",Year 2016,Dec-16,Dec,2578000000000.0,1355000000000.0,1223000000000,4883000000000.0,226000000000.0,173000000000.0,173000000000.0,87.0,613.0,17.86,2.52,1.11,6.7,14.11,3.53,Overvalued
GMCW,Grahamas Citrawisata Tbk.,"TRADE, SERVICES & INVESTMENT","TOURISM, RESTAURANT AND  HOTEL",Year 2016,Dec-16,Dec,40000000000.0,33000000000.0,7000000000,25000000000.0,-1000000000.0,-1000000000.0,-1000000000.0,-21.0,119.0,-41.55,7.22,4.68,-2.68,-15.26,-4.24,Not Overvalued
HOME,Hotel Mandarine Regency Tbk. [S] *),"TRADE, SERVICES & INVESTMENT","TOURISM, RESTAURANT AND  HOTEL",Year 2016,Dec-16,Dec,266000000000.0,57000000000.0,209000000000,57000000000.0,160000000.0,260000000.0,260000000.0,0.229,92.0,908.06,2.26,0.27,0.2,0.25,0.46,Overvalued
HOTL,Saraswati Griya Lestari Tbk.,"TRADE, SERVICES & INVESTMENT","TOURISM, RESTAURANT AND  HOTEL",Year 2016,Sep-16,Dec,1044000000000.0,653000000000.0,391000000000,98000000000.0,9000000000.0,9000000000.0,9000000000.0,4.0,110.0,41.02,1.32,1.67,1.17,3.12,9.36,Overvalued
ICON,Island Concepts Indonesia Tbk. [S],"TRADE, SERVICES & INVESTMENT","TOURISM, RESTAURANT AND  HOTEL",Year 2016,Dec-16,Dec,469000000000.0,310000000000.0,159000000000,181000000000.0,7000000000.0,4000000000.0,3000000000.0,5.0,146.0,45.89,1.65,1.95,1.86,5.49,2.41,Overvalued
INPP,Indonesian Paradise Property Tbk. [S],"TRADE, SERVICES & INVESTMENT","TOURISM, RESTAURANT AND  HOTEL",Year 2016,Dec-16,Dec,5156000000000.0,1067000000000.0,4089000000000,547000000000.0,167000000000.0,182000000000.0,170000000000.0,15.0,366.0,40.09,1.67,0.26,3.52,4.44,33.16,Overvalued
JGLE,Graha Andrasenta Propertindo Tbk.,"TRADE, SERVICES & INVESTMENT","TOURISM, RESTAURANT AND  HOTEL",Year 2016,Dec-16,Dec,4000000000000.0,1707000000000.0,2294000000000,355000000000.0,-44000000000.0,-57000000000.0,-57000000000.0,-3.0,102.0,-100.51,2.5,0.74,-1.43,-2.49,-16.07,Not Overvalued
JIHD,Jakarta International Hotels & Dev. Tbk. [S],"TRADE, SERVICES & INVESTMENT","TOURISM, RESTAURANT AND  HOTEL",Year 2016,Dec-16,Dec,6605000000000.0,1824000000000.0,4780000000000,1384000000000.0,153000000000.0,316000000000.0,20000000000.0,8.0,2052.0,59.5,0.24,0.38,4.79,6.62,22.87,Overvalued
JSPT,Jakarta Setiabudi Internasional Tbk. [S],"TRADE, SERVICES & INVESTMENT","TOURISM, RESTAURANT AND  HOTEL",Year 2016,Dec-16,Dec,3890000000000.0,1239000000000.0,2651000000000,1079000000000.0,232000000000.0,169000000000.0,125000000000.0,54.0,1143.0,55.85,2.62,0.47,4.36,6.39,15.71,Overvalued
KPIG,MNC Land Tbk. [S],"TRADE, SERVICES & INVESTMENT","TOURISM, RESTAURANT AND  HOTEL",Year 2016,Dec-16,Dec,14157000000000.0,2894000000000.0,11264000000000,946000000000.0,1790000000000.0,1801000000000.0,1771000000000.0,257.0,1635.0,5.29,0.83,0.26,12.72,15.99,190.27,Not Overvalued
MAMI,Mas Murni Indonesia Tbk. [S],"TRADE, SERVICES & INVESTMENT","TOURISM, RESTAURANT AND  HOTEL",Year 2016,Dec-16,Dec,829000000000.0,211000000000.0,618000000000,87000000000.0,19550000000.0,19260000000.0,19070000000.0,5.0,176.0,12.69,0.39,0.34,2.32,3.11,22.24,Overvalued
MAMIP,Mas Murni Tbk. (Preferred Stock),"TRADE, SERVICES & INVESTMENT","TOURISM, RESTAURANT AND  HOTEL",Year 2016,Dec-16,Dec,829000000000.0,211000000000.0,618000000000,87000000000.0,20000000000.0,19000000000.0,19000000000.0,3179.0,103026.0,0.19,0.00582,0.34,2.32,3.11,22.24,Not Overvalued
MINA,Sanurhasta Mitra Tbk. [S],"TRADE, SERVICES & INVESTMENT","TOURISM, RESTAURANT AND  HOTEL",Year 2016,Dec-16,Dec,117000000000.0,3000000000.0,114000000000,10000000000.0,-3000000000.0,-3000000000.0,-2000000000.0,-1.0,87.0,-125.18,2.06,0.03,-2.28,-2.35,-25.78,Not Overvalued
PANR,Panorama Sentrawisata Tbk. [S],"TRADE, SERVICES & INVESTMENT","TOURISM, RESTAURANT AND  HOTEL",Year 2016,Dec-16,Dec,2279000000000.0,1525000000000.0,754000000000,2133000000000.0,20000000000.0,3000000000.0,-17000000000.0,-14.0,629.0,-50.06,1.11,2.02,0.13,0.39,0.14,Not Overvalued
PDES,Destinasi Tirta Nusantara Tbk. [S],"TRADE, SERVICES & INVESTMENT","TOURISM, RESTAURANT AND  HOTEL",Year 2016,Dec-16,Dec,465000000000.0,261000000000.0,204000000000,503000000000.0,38000000000.0,25000000000.0,26000000000.0,36.0,286.0,18.98,2.38,1.27,5.46,12.42,5.05,Overvalued
PGLI,Pembangunan Graha Lestari Indah Tbk. [S],"TRADE, SERVICES & INVESTMENT","TOURISM, RESTAURANT AND  HOTEL",Year 2016,Dec-16,Dec,68000000000.0,10000000000.0,58000000000,24000000000.0,857000000.0,623000000.0,735000000.0,2.0,119.0,40.48,0.51,0.18,0.91,1.08,2.55,Overvalued
PJAA,Pembangunan Jaya Ancol Tbk. [S],"TRADE, SERVICES & INVESTMENT","TOURISM, RESTAURANT AND  HOTEL",Year 2016,Dec-16,Dec,3769000000000.0,1940000000000.0,1828000000000,1284000000000.0,269000000000.0,154000000000.0,131000000000.0,82.0,1143.0,21.16,1.51,1.06,4.08,8.42,11.99,Overvalued
PNSE,Pudjiadi & Sons Tbk. [S] *),"TRADE, SERVICES & INVESTMENT","TOURISM, RESTAURANT AND  HOTEL",Year 2016,Dec-16,Dec,501000000000.0,227000000000.0,274000000000,225000000000.0,3000000000.0,-655000000.0,-2000000000.0,-3.0,344.0,-362.04,3.05,0.83,-0.13,-0.24,-0.29,Not Overvalued
PSKT,Red Planet Indonesia Tbk. [S],"TRADE, SERVICES & INVESTMENT","TOURISM, RESTAURANT AND  HOTEL",Year 2016,Dec-16,Dec,628000000000.0,368000000000.0,260000000000,72000000000.0,-53000000000.0,-53000000000.0,-53000000000.0,-5.0,25.0,-10.1,2.07,1.42,-8.49,-20.51,-74.22,Not Overvalued
PTSP,Pioneerindo Gourmet International Tbk. [S] *),"TRADE, SERVICES & INVESTMENT","TOURISM, RESTAURANT AND  HOTEL",Year 2016,Dec-16,Dec,290000000000.0,154000000000.0,136000000000,474000000000.0,9000000000.0,5000000000.0,3000000000.0,12.0,614.0,627.38,11.85,1.14,1.56,3.33,0.95,Overvalued
PUDP,Pudjiadi Prestige Tbk. [S],"TRADE, SERVICES & INVESTMENT","TOURISM, RESTAURANT AND  HOTEL",Year 2016,Dec-16,Dec,531000000000.0,202000000000.0,330000000000,144000000000.0,26000000000.0,23000000000.0,23000000000.0,70.0,1000.0,5.52,0.38,0.61,4.32,6.96,15.91,Not Overvalued
SHID,Hotel Sahid Jaya International Tbk. [S] *),"TRADE, SERVICES & INVESTMENT","TOURISM, RESTAURANT AND  HOTEL",Year 2016,Dec-16,Dec,1444000000000.0,497000000000.0,946000000000,161000000000.0,1000000000.0,1000000000.0,1000000000.0,1.0,845.0,1736.62,1.14,0.53,0.05,0.08,0.47,Overvalued
AKRA,AKR Corporindo Tbk. [S],"TRADE, SERVICES & INVESTMENT",WHOLESALE (DURABLE & NON-DURABLE GOODS),Year 2016,Dec-16,Dec,15831000000000.0,7756000000000.0,8074000000000,15213000000000.0,1156000000000.0,1047000000000.0,1011000000000.0,253.0,2019.0,26.81,3.36,0.96,6.61,12.97,6.88,Overvalued
APII,Arita Prima Indonesia Tbk. [S],"TRADE, SERVICES & INVESTMENT",WHOLESALE (DURABLE & NON-DURABLE GOODS),Year 2016,Dec-16,Dec,408000000000.0,169000000000.0,239000000000,170000000000.0,23000000000.0,16000000000.0,16000000000.0,15.0,222.0,15.3,1.02,0.71,3.89,6.63,9.32,Overvalued
BMSR,Bintang Mitra Semestaraya Tbk. [S],"TRADE, SERVICES & INVESTMENT",WHOLESALE (DURABLE & NON-DURABLE GOODS),Year 2016,Dec-16,Dec,499000000000.0,350000000000.0,149000000000,2254000000000.0,-20000000000.0,-20000000000.0,-20000000000.0,-17.0,128.0,-6.28,0.83,2.35,-3.93,-13.14,-0.87,Not Overvalued
BOGA,Bintang Oto Global Tbk.,"TRADE, SERVICES & INVESTMENT",WHOLESALE (DURABLE & NON-DURABLE GOODS),Year 2016,Dec-16,Dec,432000000000.0,35000000000.0,397000000000,446000000000.0,13000000000.0,10000000000.0,10000000000.0,3.0,105.0,141.11,3.48,0.09,2.27,2.47,2.2,Overvalued
CARS,Colorpak Indonesia Tbk. [S],"TRADE, SERVICES & INVESTMENT",WHOLESALE (DURABLE & NON-DURABLE GOODS),Year 2016,Sep-16,Dec,6302000000000.0,4845000000000.0,1457000000000,4981000000000.0,249000000000.0,188000000000.0,153000000000.0,136.0,972.0,12.87,1.8,3.32,3.98,17.23,3.78,Overvalued
CLPI,Colorpak Indonesia Tbk. [S],"TRADE, SERVICES & INVESTMENT",WHOLESALE (DURABLE & NON-DURABLE GOODS),Year 2016,Dec-16,Dec,568000000000.0,139000000000.0,429000000000,649000000000.0,85000000000.0,63000000000.0,63000000000.0,207.0,1400.0,5.32,0.79,0.32,11.15,14.76,9.75,Not Overvalued
CMPP,Rimau Multi Putra Pratama Tbk. [S],"TRADE, SERVICES & INVESTMENT",WHOLESALE (DURABLE & NON-DURABLE GOODS),Year 2016,Dec-16,Dec,177000000000.0,144000000000.0,33000000000,112000000000.0,2000000000.0,877000000.0,573000000.0,3.0,154.0,42.97,0.74,4.33,0.5,2.64,0.78,Overvalued
CNKO,Exploitasi Energi Indonesia Tbk. [S],"TRADE, SERVICES & INVESTMENT",WHOLESALE (DURABLE & NON-DURABLE GOODS),Year 2016,Dec-16,Dec,5178000000000.0,3266000000000.0,1913000000000,2221000000000.0,-683000000000.0,-629000000000.0,-597000000000.0,-67.0,214.0,-0.75,0.23,1.71,-12.15,-32.9,-28.33,Not Overvalued
DPUM,Dua Putra Utama Makmur Tbk. [S],"TRADE, SERVICES & INVESTMENT",WHOLESALE (DURABLE & NON-DURABLE GOODS),Year 2016,Dec-16,Dec,1686000000000.0,394000000000.0,1292000000000,967000000000.0,119000000000.0,91000000000.0,91000000000.0,22.0,309.0,21.85,1.54,0.3,5.39,7.04,9.41,Overvalued
EPMT,Enseval Putra Megatrading Tbk. [S],"TRADE, SERVICES & INVESTMENT",WHOLESALE (DURABLE & NON-DURABLE GOODS),Year 2016,Dec-16,Dec,7087000000000.0,2467000000000.0,4620000000000,18936000000000.0,746000000000.0,556000000000.0,556000000000.0,205.0,1706.0,14.86,1.79,0.53,7.85,12.04,2.94,Overvalued
FISH,FKS Multi Agro Tbk. [S],"TRADE, SERVICES & INVESTMENT",WHOLESALE (DURABLE & NON-DURABLE GOODS),Year 2016,Dec-16,Dec,3480000000000.0,2367000000000.0,1113000000000,12173000000000.0,375000000000.0,278000000000.0,271000000000.0,564.0,2319.0,5.83,1.42,2.13,8.0,25.01,2.29,Not Overvalued
GREN,Evergreen Invesco Tbk. [S] *),"TRADE, SERVICES & INVESTMENT",WHOLESALE (DURABLE & NON-DURABLE GOODS),Year 2016,Sep-16,Dec,488000000000.0,22000000000.0,467000000000,106000000000.0,10000000000.0,550000000.0,550000000.0,0.156,99.0,1101.81,1.73,0.05,0.15,0.16,0.52,Overvalued
HEXA,Hexindo Adiperkasa Tbk. [S],"TRADE, SERVICES & INVESTMENT",WHOLESALE (DURABLE & NON-DURABLE GOODS),Year 2016,Dec-16,Mar,3250000000000.0,1450000000000.0,1800000000000,2704000000000.0,198000000000.0,151000000000.0,151000000000.0,240.0,2142.0,18.37,2.05,0.81,6.19,11.18,5.58,Overvalued
INTA,Intraco Penta Tbk.,"TRADE, SERVICES & INVESTMENT",WHOLESALE (DURABLE & NON-DURABLE GOODS),Year 2016,Dec-16,Dec,5192000000000.0,4692000000000.0,499000000000,1507000000000.0,-339000000000.0,-246000000000.0,-193000000000.0,-89.0,231.0,-5.19,2.01,9.4,-4.73,-49.24,-16.31,Not Overvalued
INTD,Inter Delta Tbk. [S],"TRADE, SERVICES & INVESTMENT",WHOLESALE (DURABLE & NON-DURABLE GOODS),Year 2016,Dec-16,Dec,47000000000.0,13000000000.0,34000000000,74000000000.0,2000000000.0,1000000000.0,1000000000.0,10.0,289.0,113.89,4.09,0.37,2.62,3.59,1.66,Overvalued
ITTG,Leo Investments Tbk. [S],"TRADE, SERVICES & INVESTMENT",WHOLESALE (DURABLE & NON-DURABLE GOODS),Year 2016,Dec-16,Dec,99000000000.0,4000000000.0,94000000000,99000000.0,-5000000000.0,-5000000000.0,-5000000000.0,-4.0,68.0,-21.74,1.2,0.04,-5.27,-5.51,-5254.51,Not Overvalued
KOBX,Kobexindo Tractors Tbk. [S],"TRADE, SERVICES & INVESTMENT",WHOLESALE (DURABLE & NON-DURABLE GOODS),Year 2016,Dec-16,Dec,1153000000000.0,780000000000.0,374000000000,569000000000.0,-78000000000.0,-79000000000.0,-79000000000.0,-35.0,164.0,-3.01,0.63,2.09,-6.81,-21.04,-13.82,Not Overvalued
KONI,Perdana Bangun Pusaka Tbk.,"TRADE, SERVICES & INVESTMENT",WHOLESALE (DURABLE & NON-DURABLE GOODS),Year 2016,Dec-16,Dec,119000000000.0,102000000000.0,18000000000,114000000000.0,-3000000000.0,-7130000000.0,-7130000000.0,-47.0,116.0,-15.88,6.43,5.78,-5.97,-40.47,-6.27,Not Overvalued
LTLS,Lautan Luas Tbk. [S],"TRADE, SERVICES & INVESTMENT",WHOLESALE (DURABLE & NON-DURABLE GOODS),Year 2016,Dec-16,Dec,5658000000000.0,3979000000000.0,1679000000000,6438000000000.0,145000000000.0,115000000000.0,60000000000.0,39.0,1076.0,11.16,0.4,2.37,2.04,6.87,1.79,Overvalued
MDRN,Modern Internasional Tbk. [S],"TRADE, SERVICES & INVESTMENT",WHOLESALE (DURABLE & NON-DURABLE GOODS),Year 2016,Sep-16,Dec,2397000000000.0,1269000000000.0,1129000000000,661000000000.0,-155000000000.0,-155000000000.0,-162000000000.0,-47.0,247.0,-1.38,0.26,1.12,-8.65,-18.37,-23.53,Not Overvalued
MICE,Multi Indocitra Tbk. [S],"TRADE, SERVICES & INVESTMENT",WHOLESALE (DURABLE & NON-DURABLE GOODS),Year 2016,Dec-16,Dec,849000000000.0,248000000000.0,601000000000,641000000000.0,44000000000.0,24000000000.0,21000000000.0,35.0,1001.0,14.17,0.49,0.41,2.86,4.03,3.78,Overvalued
MPMX,Mitra Pinasthika Mustika Tbk.,"TRADE, SERVICES & INVESTMENT",WHOLESALE (DURABLE & NON-DURABLE GOODS),Year 2016,Dec-16,Dec,14926000000000.0,9279000000000.0,5647000000000,17723000000000.0,623000000000.0,410000000000.0,361000000000.0,81.0,1265.0,11.13,0.71,1.64,2.75,7.27,2.32,Overvalued
OKAS,Ancora Indonesia Resources Tbk.,"TRADE, SERVICES & INVESTMENT",WHOLESALE (DURABLE & NON-DURABLE GOODS),Year 2016,Dec-16,Dec,2255000000000.0,2107000000000.0,148000000000,1361000000000.0,-138000000000.0,-114000000000.0,-57000000000.0,-32.0,84.0,-1.92,0.74,14.19,-5.08,-77.14,-8.41,Not Overvalued
SDPC,Millennium Pharmacon International Tbk. [S],"TRADE, SERVICES & INVESTMENT",WHOLESALE (DURABLE & NON-DURABLE GOODS),Year 2016,Dec-16,Dec,733000000000.0,590000000000.0,143000000000,1970000000000.0,17000000000.0,11000000000.0,11000000000.0,15.0,197.0,8.46,0.66,4.12,1.51,7.75,0.56,Overvalued
TGKA,Tigaraksa Satria Tbk. [S],"TRADE, SERVICES & INVESTMENT",WHOLESALE (DURABLE & NON-DURABLE GOODS),Year 2016,Dec-16,Dec,2686000000000.0,1742000000000.0,944000000000,9615000000000.0,247000000000.0,211000000000.0,199000000000.0,217.0,1028.0,12.11,2.56,1.85,7.86,22.37,2.2,Overvalued
TIRA,Tira Austenite Tbk. [S],"TRADE, SERVICES & INVESTMENT",WHOLESALE (DURABLE & NON-DURABLE GOODS),Year 2016,Dec-16,Dec,330000000000.0,165000000000.0,164000000000,260000000000.0,2000000000.0,1000000000.0,1000000000.0,2.5,280.0,107.05,0.96,1.01,0.34,0.68,0.43,Overvalued
TMPI,Sigmagold Inti Perkasa Tbk.,"TRADE, SERVICES & INVESTMENT",WHOLESALE (DURABLE & NON-DURABLE GOODS),Year 2016,Sep-16,Dec,1143000000000.0,149000000000.0,994000000000,47000000000.0,-11000000000.0,-11000000000.0,-10000000000.0,-2.0,181.0,-23.61,0.32,0.15,-1.27,-1.46,-23.21,Not Overvalued
TRIL,Triwira Insanlestari Tbk. [S],"TRADE, SERVICES & INVESTMENT",WHOLESALE (DURABLE & NON-DURABLE GOODS),Year 2016,Dec-16,Dec,148000000000.0,11000000000.0,138000000000,479000000.0,-7000000000.0,-7140000000.0,-7140000000.0,-6.0,115.0,-8.4,0.43,0.08,-4.81,-5.18,-1491.19,Not Overvalued
TURI,Tunas Ridean Tbk. [S],"TRADE, SERVICES & INVESTMENT",WHOLESALE (DURABLE & NON-DURABLE GOODS),Year 2016,Dec-16,Dec,4978000000000.0,2155000000000.0,2823000000000,12454000000000.0,692000000000.0,552000000000.0,552000000000.0,99.0,506.0,13.4,2.62,0.76,11.1,19.57,4.44,Overvalued
UNTR,United Tractors Tbk. [S],"TRADE, SERVICES & INVESTMENT",WHOLESALE (DURABLE & NON-DURABLE GOODS),Year 2016,Dec-16,Dec,63991000000000.0,21369000000000.0,42622000000000,45539000000000.0,6730000000000.0,5104000000000.0,5002000000000.0,1341.0,11426.0,20.06,2.35,0.5,7.98,11.98,11.21,Overvalued
WAPO,Wahana Pronatural Tbk. [S],"TRADE, SERVICES & INVESTMENT",WHOLESALE (DURABLE & NON-DURABLE GOODS),Year 2016,Dec-16,Dec,106000000000.0,100000000000.0,6000000000,120000000000.0,1000000000.0,-10000000000.0,-10000000000.0,-19.0,11.0,-2.76,4.96,18.07,-9.41,-179.54,-8.33,Not Overvalued
